FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados
240202;0;18;;
240203;0;11;;
240204;0;11;;
240205;0;14;;
240206;0;12;;
240207;0;11;;
240208;0;12;;
240209;0;16;;
240210;0;16;;
240211;0;14;;
240212;0;15;;
240213;0;17;;
240214;0;27;;
240215;0;31;;
240216;0;29;;
240217;0;17;;
240218;0;12;;
240219;0;16;;
240220;0;17;;
240221;0;14;;
240222;0;14;;
240223;0;24;;
240224;0;31;;
240225;0;18;;
240226;0;13;;
240227;0;14;;
240228;0;16;;
240229;0;20;;
240301;0;15;;
240302;0;17;;
240303;0;18;;
240304;0;58;;
240305;0;49;;
240306;0;16;;
240307;0;32;;
240308;0;22;;
240309;0;16;;
240310;0;14;;
240311;0;29;;
240312;0;14;;
240313;0;23;;
240314;0;15;;
240315;0;18;;
240316;0;14;;
240317;0;11;;
240318;0;20;;
240319;0;24;;
240320;0;;;13
240321;0;;;5
240322;0;;;4
240323;0;;;6
240324;0;29;;
240325;0;28;;
240326;0;16;;
240327;0;23;;
240328;0;30;;
240329;0;16;;
240330;0;24;;
240331;0;26;;
240401;0;23;;
240402;0;35;;
240403;0;22;;
240404;0;16;;
240405;0;17;;
240406;0;14;;
240407;0;18;;
240408;0;30;;
240409;0;42;;
240410;0;121;;
240411;0;202;;
240412;0;152;;
240413;0;184;;
240414;0;91;;
240415;0;56;;
240416;0;25;;
240417;0;29;;
240418;0;41;;
240419;0;19;;
240420;0;31;;
240421;0;108;;
240422;0;112;;
240423;0;78;;
240424;0;73;;
240425;0;41;;
240426;0;29;;
240427;0;21;;
240428;0;28;;
240429;0;35;;
240430;0;37;;
240501;0;65;;
240502;0;60;;
240503;0;51;;
240504;0;40;;
240505;0;34;;
240506;0;83;;
240507;0;87;;
240508;0;55;;
240509;0;75;;
240510;0;81;;
240511;0;82;;
240512;0;131;;
240513;0;131;;
240514;0;298;;
240515;0;395;;
240516;0;196;;
240517;0;201;;
240518;0;237;;
240519;0;100;;
240520;0;100;;
240521;0;71;;
240522;0;64;;
240523;0;152;;
240524;0;275;;
240525;0;316;;
240526;0;291;;
240527;0;151;;
240528;0;147;;
240529;0;52;;
240530;0;155;;
240531;0;126;;
240601;0;112;;
240602;0;102;;
240603;0;130;;
240604;0;151;;
240605;0;120;;
240606;0;122;;
240607;0;112;;
240608;0;135;;
240609;0;104;;
240610;0;95;;
240611;0;114;;
240612;0;119;;
240613;0;71;;
240614;0;45;;
240615;0;38;;
240616;0;82;;
240617;0;78;;
240618;0;75;;
240619;0;68;;
240620;0;38;;
240621;0;157;;
240622;0;112;;
240623;0;187;;
240624;0;234;;
240625;0;46;;
240626;0;70;;
240627;0;96;;
240628;0;83;;
240629;0;75;;
240630;0;42;;
240701;0;79;;
240702;0;69;;
240703;0;35;;
240704;0;69;;
240705;0;67;;
240706;0;80;;
240707;0;78;;
240708;0;161;;
240709;0;165;;
240710;0;73;;
240711;0;60;;
240712;0;66;;
240713;0;148;;
240714;0;189;;
240715;0;49;;
240716;0;78;;
240717;0;151;;
240718;0;116;;
240719;0;56;;
240720;0;47;;
240721;0;24;;
240722;0;35;;
240723;0;63;;
240724;0;43;;
240725;0;30;;
240726;0;34;;
240727;0;48;;
240728;0;49;;
240729;0;51;;
240730;0;119;;
240731;0;129;;
240801;0;131;;
240802;0;56;;
240803;0;36;;
240804;0;74;;
240805;0;96;;
240806;0;84;;
240807;0;105;;
240808;0;47;;
240809;0;37;;
240810;0;34;;
240811;0;31;;
240812;0;42;;
240813;0;91;;
240814;0;55;;
240815;0;30;;
240816;0;53;;
240817;0;58;;
240818;0;103;;
240819;0;113;;
240820;0;166;;
240821;0;68;;
240822;0;61;;
240823;0;56;;
240824;0;56;;
240825;0;99;;
240826;0;34;;
240827;0;54;;
240828;0;51;;
240829;0;77;;
240830;0;107;;
240831;0;53;;
240901;0;46;;
240902;0;42;;
240903;0;23;;
240904;0;22;;
240905;0;27;;
240906;0;21;;
240907;0;18;;
240908;0;25;;
240909;0;29;;
240910;0;46;;
240911;0;24;;
240912;0;24;;
240913;0;32;;
240914;0;27;;
240915;0;20;;
240916;0;26;;
240917;0;23;;
240918;0;60;;
240919;0;27;;
240920;0;37;;
240921;0;31;;
240922;0;31;;
240923;0;25;;
240924;0;29;;
240925;0;22;;
240926;0;18;;
240927;0;21;;
240928;0;25;;
240929;0;31;;
240930;0;35;;
241001;0;36;;
241002;0;36;;
241003;0;33;;
241004;0;31;;
241005;0;51;;
241006;0;42;;
241007;0;27;;
241008;0;49;;
241009;0;38;;
241010;0;32;;
241011;0;21;;
241012;0;16;;
241013;0;15;;
241014;0;29;;
241015;0;33;;
241016;0;37;;
241017;0;23;;
241018;0;39;;
241019;0;56;;
241020;0;28;;
241021;0;27;;
241022;0;18;;
241023;0;20;;
241024;0;23;;
241025;0;29;;
241026;0;18;;
241027;0;28;;
241028;0;21;;
241029;0;24;;
241030;0;21;;
241031;0;19;;
241101;0;22;;
241102;0;17;;
241103;0;17;;
241104;0;22;;
241105;0;28;;
241106;0;30;;
241107;0;28;;
241108;0;18;;
241109;0;21;;
241110;0;15;;
241111;0;15;;
241112;0;15;;
241113;0;16;;
241114;0;13;;
241115;0;18;;
241116;0;16;;
241117;0;20;;
241118;0;36;;
241119;0;27;;
241120;0;17;;
241121;0;24;;
241122;0;22;;
241123;0;17;;
241124;0;19;;
241125;0;25;;
241126;0;22;;
241127;0;20;;
241128;0;20;;
241129;0;18;;
241130;0;13;;
241201;0;19;;
241202;0;21;;
241203;0;19;;
241204;0;19;;
241205;0;21;;
241206;0;29;;
241207;0;22;;
241208;0;22;;
241209;0;26;;
241210;0;16;;
241211;0;19;;
241212;0;18;;
241213;0;20;;
241214;0;20;;
241215;0;17;;
241216;0;30;;
241217;0;17;;
241218;0;17;;
241219;0;13;;
241220;0;12;;
241221;0;15;;
241222;0;12;;
241223;0;13;;
241224;0;16;;
241225;0;25;;
241226;0;16;;
241227;0;38;;
241228;0;29;;
241229;0;16;;
241230;0;13;;
241231;0;15;;
250101;0;17;;
250102;0;11;;
250103;0;11;;
250104;0;13;;
250105;0;15;;
250106;0;18;;
250107;0;15;;
250108;0;16;;
250109;0;15;;
250110;0;21;;
250111;0;18;;
250112;0;59;;
250113;0;13;;
250114;0;10;;
250115;0;15;;
250116;0;12;;
250117;0;15;;
250118;0;18;;
250119;0;11;;
250120;0;23;;
250121;0;12;;
250122;0;19;;
250123;0;11;;
250124;0;13;;
250125;0;10;;
250126;0;11;;
250127;0;11;;
250128;0;8;;
250129;0;13;;
250130;0;14;;
250131;0;14;;
250201;0;15;;
250202;0;11;;
250203;0;19;;
250204;0;16;;
250205;0;21;;
250206;0;15;;
250207;0;22;;
250208;0;13;;
250209;0;26;;
250210;0;12;;
250211;0;14;;
250212;0;13;;
250213;0;17;;
250214;0;20;;
250215;0;15;;
250216;0;17;;
250217;0;22;;
250218;0;14;;
250219;0;12;;
250220;0;16;;
250221;0;19;;
250222;0;11;;
250223;0;12;;
250224;0;11;;
250225;0;24;;
250226;0;24;;
250227;0;14;;
250228;0;32;;
250301;0;;;
250302;0;;;
250303;0;;;
250304;0;;;
250305;0;31;;
250306;0;31;;
250307;0;24;;
250308;0;27;;
250309;0;21;;
250310;0;22;;
250311;0;25;;
250312;0;31;;
250313;0;27;;
250314;0;35;;
250315;0;23;;
250316;0;16;;
250317;0;25;;
250318;0;28;;
250319;0;16;;
250320;0;17;;
250321;0;46;;
250322;0;37;;
250323;0;31;;
250324;0;63;;
250325;0;85;;
250326;0;50;;
250327;0;27;;
250328;0;29;;
250329;0;52;;
250330;0;;;13
250331;0;;;5
250401;0;;;4
250402;0;;;6
250403;0;54;;
250404;0;141;;
250405;0;160;;
250406;0;77;;
250407;0;54;;
250408;0;121;;
250409;0;93;;
250410;0;64;;
250411;0;32;;
250412;0;26;;
250413;0;44;;
250414;0;28;;
250415;0;65;;
250416;0;41;;
250417;0;31;;
250418;0;49;;
250419;0;81;;
250420;0;70;;
250421;0;63;;
250422;0;66;;
250423;0;57;;
250424;0;59;;
250425;0;22;;
250426;0;19;;
250427;0;18;;
250428;0;33;;
250429;0;26;;
250430;0;70;;
250501;0;61;;
250502;0;31;;
250503;0;46;;
250504;0;58;;
250505;0;102;;
250506;0;44;;
250507;0;47;;
250508;0;56;;
250509;0;42;;
250510;0;23;;
250511;0;73;;
250512;0;30;;
250513;0;36;;
250514;0;22;;
250515;0;35;;
250516;0;62;;
250517;0;59;;
250518;0;35;;
250519;0;84;;
250520;0;61;;
250521;0;42;;
250522;0;95;;
250523;0;42;;
250524;0;53;;
250525;0;122;;
250526;0;32;;
250527;0;47;;
250528;0;41;;
250529;0;51;;
250530;0;21;;
250531;0;25;;
250601;0;41;;
250602;0;70;;
250603;0;46;;
250604;0;29;;
250605;0;50;;
250606;0;183;;
250607;0;240;;
250608;0;120;;
250609;0;158;;
250610;0;314;;
250611;0;354;;
250612;0;58;;
250613;0;38;;
250614;0;64;;
250615;0;73;;
250616;0;33;;
250617;0;50;;
250618;0;31;;
250619;0;42;;
250620;0;34;;
250621;0;35;;
250622;0;77;;
250623;0;24;;
250624;0;42;;
250625;0;26;;
250626;0;60;;
250627;0;75;;
250628;0;104;;
250629;0;114;;
250630;0;173;;
250701;0;161;;
250702;0;94;;
250703;0;90;;
250704;0;177;;
250705;0;295;;
250706;0;191;;
250707;0;;;
250708;0;45;;
250709;0;32;;
250710;0;19;;
250711;0;44;;
250712;0;59;;
250713;0;55;;
250714;0;59;;
250715;0;41;;
250716;0;25;;
250717;0;66;;
250718;0;25;;
250719;0;34;;
250720;0;82;;
250721;0;63;;
250722;0;76;;
250723;0;169;;
250724;0;128;;
250725;0;28;;
250726;0;96;;
250727;0;80;;
250728;0;142;;
250729;0;196;;
250730;0;126;;
250731;0;81;;
250801;0;94;;
250802;0;54;;
250803;0;74;;
250804;0;145;;
250805;0;60;;
250806;0;34;;
250807;0;69;;
250808;0;241;;
250809;0;163;;
250810;0;93;;
250811;0;71;;
250812;0;100;;
250813;0;183;;
250814;0;141;;
250815;0;103;;
250816;0;100;;
250817;0;114;;
250818;0;77;;
250819;0;39;;
250820;0;33;;
250821;0;36;;
250822;0;33;;
250823;0;23;;
250824;0;23;;
250825;0;24;;
250826;0;25;;
250827;0;77;;
250828;0;129;;
250829;0;58;;
250830;0;82;;
250831;0;50;;
250901;0;29;;
250902;0;24;;
250903;0;48;;
250904;0;43;;
250905;0;94;;
250906;0;146;;
250907;0;53;;
250908;0;46;;
250909;0;46;;
250910;0;21;;
250911;0;55;;
250912;0;66;;
250913;0;20;;
250914;0;19;;
250915;0;49;;
250916;0;43;;
250917;0;57;;
250918;0;30;;
250919;0;59;;
250920;0;62;;
250921;0;16;;
250922;0;25;;
250923;0;85;;
250924;0;101;;
250925;0;82;;
250926;0;21;;
250927;0;28;;
250928;0;23;;
250929;0;21;;
250930;0;25;;
251001;0;;;16
251002;0;22;;
251003;0;68;;
251004;0;33;;
251005;0;28;;
251006;0;17;;
251007;0;15;;
251008;0;25;;
251009;0;23;;
251010;0;39;;
251011;0;28;;
251012;0;11;;
251013;0;22;;
251014;0;21;;
251015;0;16;;
251016;0;20;;
251017;0;;;
251018;0;20;;
251019;0;21;;
251020;0;17;;
251021;0;18;;
251022;0;16;;
251023;0;19;;
251024;0;15;;
251025;0;20;;
251026;0;31;;
251027;0;32;;
251028;0;47;;
251029;0;30;;
251030;0;16;;
251031;0;11;;
251101;0;15;;
251102;0;21;;
251103;0;20;;
251104;0;28;;
251105;0;24;;
251106;0;33;;
251107;0;28;;
251108;0;32;;
251109;0;36;;
251110;0;23;;
251111;0;18;;
251112;0;14;;
251113;0;13;;
251114;0;19;;
251115;0;18;;
251116;0;21;;
251117;0;15;;
251118;0;13;;
251119;0;17;;
251120;0;15;;
251121;0;13;;
251122;0;13;;
251123;0;10;;
251124;0;15;;
251125;0;15;;
251126;0;14;;
251127;0;30;;
251128;0;37;;
251129;0;27;;
251130;0;18;;
251201;0;15;;
251202;0;19;;
251203;0;19;;
251204;0;11;;
251205;0;12;;
251206;0;14;;
251207;0;11;;
251208;0;9;;
251209;0;15;;
251210;0;10;;
251211;0;20;;
251212;0;9;;
251213;0;9;;
251214;0;12;;
251215;0;9;;
251216;0;9;;
251217;0;14;;
251218;0;10;;
251219;0;11;;
251220;0;8;;
251221;0;6;;
251222;0;11;;
251223;0;9;;
251224;0;15;;
251225;0;7;;
251226;0;8;;
251227;0;11;;
251228;0;8;;
251229;0;9;;
251230;0;9;;
